Segment,0,1,2,3,4,5,6,0,1,2,3,4,5,6
Sample,309,6843,3334,689,851,2225,339,309,6843,3334,689,851,2225,339
B_DIST,-0.09488421017328223,-0.06648085691120965,-0.17236811450126432,-0.07558357049997275,-0.05415869209954604,-0.10199377770790034,-0.07472845986524229,-0.08289507995294383,-0.06206982146600921,-0.16707489067602474,-0.07284665761805262,-0.05128037476864079,-0.08180515905391475,-0.06288122523614037
B_DIST_P,3.6637359812630166e-14,0.0,0.0,0.0,2.5364155220586326e-12,0.0,6.286418274825678e-09,0.0,0.0,0.0,0.0,1.1259881915748338e-12,0.0,8.210212953940754e-09
B_ENROLL,0,0,0,0,0,0,0,0.8064922426970055,0.8196776614375849,0.8288564718613082,0.9535319814101935,0.9523275399553344,0.8657700163428863,0.831337437498495
B_ENROLL_P,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASC_SG,1.7747623338974865,2.29306562604624,1.9076802063806566,2.7141649084677724,4.96590061692571,4.3277090699709975,4.073648936775512,10.895460730714525,10.578827114446108,10.578827114446108,10.578827114446108,9.591376166161172,9.591376166161172,9.591376166161172
ASC_SC,-0.28893924981497887,1.4552075242210731,0.9584422394711106,1.244199239344921,1.4040739858722595,2.000088876987616,-0.8208688338093428,9.37339415841248,9.349667437197281,9.349667437197281,9.349667437197281,5.6240175061873385,5.6240175061873385,5.6240175061873385
ASC_MI,-0.25549492083186626,1.1437425881386378,0.5753282570892175,0.8077558529627407,1.3228709644674048,2.0229481795765283,-0.9940450058108096,9.495444123413163,9.449908301704534,9.449908301704534,9.449908301704534,6.385194398997726,6.385194398997726,6.385194398997726
ASC_YK,1.2673032429604663,2.157679794832482,1.9663170904631329,2.277623620504565,3.708380065597514,3.742675406219333,3.4505300315628094,10.624809082278963,10.525782992124123,10.525782992124123,10.525782992124123,8.263590432617319,8.263590432617319,8.263590432617319
ASC_YG,0,0,0,0,0,0,0,7.80710329012598,7.758760544157663,7.758760544157663,7.758760544157663,4.762173934797756,4.762173934797756,4.762173934797756
ASC_RY,2.6298278815147107,2.3086004742555977,1.059996617969982,1.8763797406912441,3.268096614682952,2.0585318527927603,2.262403905323657,10.245657810271979,10.166928160614875,10.166928160614875,10.166928160614875,7.665284718471351,7.665284718471351,7.665284718471351
ASC_OC,-1.7990898341312322,0.18223047253793392,-0.22053239854302104,0.6384240024429091,0.985580047440079,0.3126371867832715,1.3368900687879448,8.158229916959494,8.107418811719974,8.107418811719974,8.107418811719974,5.159055299214529,5.159055299214529,5.159055299214529
Log_Lhood,-357.7319974973663,-10774.056463656425,-3536.6802174898385,-1004.7759096389342,-875.7985547848458,-1951.6555230391564,-347.1942671913488,-454.14110887160086,-10885.765934384941,-3617.368693690344,-1027.2582110781013,-880.3771476248221,-2038.9639192892726,-368.8192127946627
Akaike,729.4639949947326,21562.11292731285,7087.360434979677,2023.5518192778684,1765.5971095696916,3917.3110460783128,708.3885343826976,912.2822177432017,21775.531868769882,7238.737387380688,2058.5164221562027,1764.7542952496442,4081.927838578545,741.6384255893254
Bayesian,755.5973839330169,21609.929797889516,7130.143931422852,2055.298508174964,1798.8219944697053,3957.263631440515,735.1705351343608,919.7489002969972,21789.19383179179,7250.9612435073095,2067.58690469823,1774.247119506791,4093.342862967746,749.2904258040862
